real,R0,R1,R2,Rt
45,0.5025025025025025,0.001,0.0,0.0001
46,0.5025025025025025,0.001,0.0,0.0001
47,0.5025025025025025,0.001,0.0,0.0001
48,0.5025025025025025,0.001,0.0,0.0001
49,0.5025025025025025,0.001,0.0,0.0001
50,0.5025025025025025,0.001,0.0,0.0001
51,0.5025025025025025,0.001,0.0,0.0001
52,0.5025025025025025,0.001,0.0,0.0001
53,0.5025025025025025,0.001,0.0,0.0001
54,0.5025025025025025,0.001,0.0,0.0001
55,0.5025025025025025,0.001,0.0,0.0001
56,0.5025025025025025,0.001,0.0003333333333333333,0.0004
57,0.5025025025025025,0.001,0.00022222222222222223,0.0003
58,0.5025025025025025,0.001,0.0,0.0001
59,0.5025025025025025,0.002,0.0,0.0002
60,0.5025025025025025,0.001,0.0,0.0001
61,0.5025025025025025,0.001,0.0,0.0001
62,0.5025025025025025,0.001,0.0,0.0001
63,0.5025025025025025,0.001,0.0,0.0001
64,0.5025025025025025,0.002,0.0,0.0002
65,0.5025025025025025,0.001,0.0,0.0001
66,0.5025025025025025,0.001,0.0,0.0001
67,0.5025025025025025,0.001,0.0,0.0001
68,0.5025025025025025,0.001,0.0,0.0001
69,0.5025025025025025,0.002,0.0,0.0002
70,0.5025025025025025,0.001,0.0,0.0001
71,0.5025025025025025,0.001,0.0,0.0001
72,0.5025025025025025,0.001,0.0,0.0001
73,0.5025025025025025,0.001,0.0,0.0001
74,0.5025025025025025,0.001,0.0,0.0001
75,0.5025025025025025,0.001,0.0,0.0001
76,0.5025025025025025,0.001,0.0,0.0001
77,0.5025025025025025,0.001,0.0,0.0001
78,0.5025025025025025,0.001,0.0,0.0001
79,0.5025025025025025,0.001,0.0,0.0001
80,0.5025025025025025,0.001,0.0,0.0001
81,0.5025025025025025,0.001,0.0,0.0001
82,0.5025025025025025,0.001,0.0,0.0001
83,0.5025025025025025,0.001,0.0,0.0001
84,0.5025025025025025,0.001,0.0,0.0001
85,0.5025025025025025,0.001,0.0,0.0001
86,0.5025025025025025,0.001,0.0,0.0001
87,0.5025025025025025,0.001,0.0,0.0001
88,0.5025025025025025,0.001,0.0,0.0001
89,0.5025025025025025,0.001,0.0,0.0001
90,0.5025025025025025,0.001,0.0,0.0001
91,0.5025025025025025,0.001,0.0,0.0001
92,0.5025025025025025,0.001,0.0,0.0001
93,0.5025025025025025,0.001,0.0,0.0001
94,0.5025025025025025,0.001,0.0,0.0001
95,0.5025025025025025,0.001,0.0,0.0001
96,0.5025025025025025,0.001,0.0,0.0001
97,0.5025025025025025,0.001,0.0,0.0001
98,0.5025025025025025,0.001,0.0,0.0001
99,0.5025025025025025,0.001,0.0,0.0001
0,0.505005005005005,0.001,0.0,0.0001
1,0.505005005005005,0.002,0.0,0.0002
2,0.505005005005005,0.001,0.0,0.0001
3,0.505005005005005,0.001,0.0,0.0001
4,0.505005005005005,0.001,0.0,0.0001
5,0.505005005005005,0.001,0.0,0.0001
6,0.505005005005005,0.001,0.0,0.0001
7,0.505005005005005,0.001,0.0,0.0001
8,0.505005005005005,0.001,0.0,0.0001
9,0.505005005005005,0.001,0.0,0.0001
10,0.505005005005005,0.001,0.0,0.0001
11,0.505005005005005,0.001,0.0,0.0001
12,0.505005005005005,0.001,0.0,0.0001
13,0.505005005005005,0.001,0.0,0.0001
14,0.505005005005005,0.001,0.0,0.0001
15,0.505005005005005,0.001,0.00011111111111111112,0.0002
16,0.505005005005005,0.001,0.0,0.0001
17,0.505005005005005,0.001,0.0,0.0001
18,0.505005005005005,0.001,0.0,0.0001
19,0.505005005005005,0.001,0.0,0.0001
20,0.505005005005005,0.001,0.0,0.0001
21,0.505005005005005,0.001,0.0,0.0001
22,0.505005005005005,0.001,0.0,0.0001
23,0.505005005005005,0.001,0.0,0.0001
24,0.505005005005005,0.001,0.0,0.0001
25,0.505005005005005,0.001,0.0,0.0001
26,0.505005005005005,0.002,0.0,0.0002
27,0.505005005005005,0.001,0.0,0.0001
28,0.505005005005005,0.001,0.0,0.0001
29,0.505005005005005,0.001,0.0,0.0001
30,0.505005005005005,0.001,0.0,0.0001
31,0.505005005005005,0.001,0.0,0.0001
32,0.505005005005005,0.001,0.0,0.0001
33,0.505005005005005,0.001,0.0,0.0001
34,0.505005005005005,0.001,0.0,0.0001
35,0.505005005005005,0.001,0.0,0.0001
36,0.505005005005005,0.001,0.0,0.0001
37,0.505005005005005,0.001,0.0,0.0001
38,0.505005005005005,0.001,0.0,0.0001
39,0.505005005005005,0.001,0.0,0.0001
40,0.505005005005005,0.002,0.0,0.0002
41,0.505005005005005,0.001,0.0,0.0001
42,0.505005005005005,0.001,0.0,0.0001
43,0.505005005005005,0.001,0.0,0.0001
44,0.505005005005005,0.001,0.0,0.0001
45,0.505005005005005,0.001,0.0,0.0001
46,0.505005005005005,0.001,0.0,0.0001
47,0.505005005005005,0.001,0.0,0.0001
48,0.505005005005005,0.001,0.0,0.0001
49,0.505005005005005,0.001,0.0,0.0001
50,0.505005005005005,0.001,0.00011111111111111112,0.0002
51,0.505005005005005,0.001,0.0,0.0001
52,0.505005005005005,0.001,0.0,0.0001
53,0.505005005005005,0.001,0.0,0.0001
54,0.505005005005005,0.001,0.0,0.0001
55,0.505005005005005,0.001,0.0,0.0001
56,0.505005005005005,0.001,0.0,0.0001
57,0.505005005005005,0.001,0.0,0.0001
58,0.505005005005005,0.001,0.0,0.0001
59,0.505005005005005,0.001,0.0,0.0001
60,0.505005005005005,0.001,0.0,0.0001
61,0.505005005005005,0.001,0.0,0.0001
62,0.505005005005005,0.001,0.0,0.0001
63,0.505005005005005,0.001,0.0,0.0001
64,0.505005005005005,0.001,0.0,0.0001
65,0.505005005005005,0.001,0.0,0.0001
66,0.505005005005005,0.001,0.0,0.0001
67,0.505005005005005,0.001,0.0,0.0001
68,0.505005005005005,0.001,0.0,0.0001
69,0.505005005005005,0.001,0.0,0.0001
70,0.505005005005005,0.001,0.0,0.0001
71,0.505005005005005,0.001,0.0,0.0001
72,0.505005005005005,0.001,0.0,0.0001
73,0.505005005005005,0.001,0.0,0.0001
74,0.505005005005005,0.001,0.0,0.0001
75,0.505005005005005,0.001,0.0,0.0001
76,0.505005005005005,0.001,0.0,0.0001
77,0.505005005005005,0.001,0.0,0.0001
78,0.505005005005005,0.001,0.0,0.0001
79,0.505005005005005,0.001,0.0,0.0001
80,0.505005005005005,0.001,0.0,0.0001
81,0.505005005005005,0.001,0.0,0.0001
82,0.505005005005005,0.001,0.0,0.0001
83,0.505005005005005,0.001,0.0,0.0001
84,0.505005005005005,0.001,0.0,0.0001
85,0.505005005005005,0.001,0.0,0.0001
86,0.505005005005005,0.001,0.0,0.0001
87,0.505005005005005,0.001,0.0,0.0001
88,0.505005005005005,0.001,0.0,0.0001
89,0.505005005005005,0.001,0.0,0.0001
90,0.505005005005005,0.001,0.0,0.0001
91,0.505005005005005,0.001,0.0,0.0001
92,0.505005005005005,0.001,0.0,0.0001
93,0.505005005005005,0.001,0.0,0.0001
94,0.505005005005005,0.001,0.0,0.0001
95,0.505005005005005,0.001,0.0,0.0001
96,0.505005005005005,0.002,0.00011111111111111112,0.0003
97,0.505005005005005,0.001,0.0,0.0001
98,0.505005005005005,0.001,0.0,0.0001
99,0.505005005005005,0.001,0.0,0.0001
0,0.5075075075075075,0.001,0.0,0.0001
1,0.5075075075075075,0.001,0.0,0.0001
2,0.5075075075075075,0.001,0.0,0.0001
3,0.5075075075075075,0.001,0.0,0.0001
4,0.5075075075075075,0.001,0.0,0.0001
5,0.5075075075075075,0.002,0.0,0.0002
6,0.5075075075075075,0.001,0.0,0.0001
7,0.5075075075075075,0.001,0.0,0.0001
8,0.5075075075075075,0.001,0.00011111111111111112,0.0002
9,0.5075075075075075,0.001,0.0,0.0001
10,0.5075075075075075,0.001,0.0,0.0001
11,0.5075075075075075,0.001,0.0,0.0001
12,0.5075075075075075,0.001,0.0,0.0001
13,0.5075075075075075,0.001,0.0,0.0001
14,0.5075075075075075,0.002,0.00011111111111111112,0.0003
15,0.5075075075075075,0.002,0.0,0.0002
16,0.5075075075075075,0.001,0.0,0.0001
17,0.5075075075075075,0.001,0.0,0.0001
18,0.5075075075075075,0.001,0.0,0.0001
19,0.5075075075075075,0.001,0.0,0.0001
20,0.5075075075075075,0.001,0.0,0.0001
21,0.5075075075075075,0.001,0.0,0.0001
22,0.5075075075075075,0.001,0.00011111111111111112,0.0002
23,0.5075075075075075,0.001,0.0,0.0001
24,0.5075075075075075,0.001,0.0,0.0001
25,0.5075075075075075,0.001,0.00011111111111111112,0.0002
26,0.5075075075075075,0.001,0.0,0.0001
27,0.5075075075075075,0.001,0.0,0.0001
28,0.5075075075075075,0.001,0.0,0.0001
29,0.5075075075075075,0.001,0.0,0.0001
30,0.5075075075075075,0.001,0.0,0.0001
31,0.5075075075075075,0.001,0.0,0.0001
32,0.5075075075075075,0.001,0.0,0.0001
33,0.5075075075075075,0.001,0.0,0.0001
34,0.5075075075075075,0.001,0.0,0.0001
35,0.5075075075075075,0.001,0.0,0.0001
36,0.5075075075075075,0.001,0.0,0.0001
37,0.5075075075075075,0.001,0.0,0.0001
38,0.5075075075075075,0.002,0.0,0.0002
39,0.5075075075075075,0.001,0.0,0.0001
40,0.5075075075075075,0.001,0.0,0.0001
41,0.5075075075075075,0.001,0.0,0.0001
42,0.5075075075075075,0.001,0.0,0.0001
43,0.5075075075075075,0.001,0.0,0.0001
44,0.5075075075075075,0.001,0.0,0.0001
45,0.5075075075075075,0.001,0.0,0.0001
46,0.5075075075075075,0.001,0.0,0.0001
47,0.5075075075075075,0.001,0.0,0.0001
48,0.5075075075075075,0.001,0.0,0.0001
49,0.5075075075075075,0.001,0.0,0.0001
50,0.5075075075075075,0.001,0.0,0.0001
51,0.5075075075075075,0.001,0.0,0.0001
52,0.5075075075075075,0.001,0.0,0.0001
53,0.5075075075075075,0.001,0.0,0.0001
54,0.5075075075075075,0.001,0.0,0.0001
55,0.5075075075075075,0.001,0.0,0.0001
56,0.5075075075075075,0.001,0.0,0.0001
57,0.5075075075075075,0.001,0.0,0.0001
58,0.5075075075075075,0.001,0.0,0.0001
59,0.5075075075075075,0.001,0.0,0.0001
60,0.5075075075075075,0.001,0.0,0.0001
61,0.5075075075075075,0.001,0.0,0.0001
62,0.5075075075075075,0.001,0.0,0.0001
63,0.5075075075075075,0.001,0.0,0.0001
64,0.5075075075075075,0.001,0.0,0.0001
65,0.5075075075075075,0.002,0.0003333333333333333,0.0005
66,0.5075075075075075,0.001,0.0,0.0001
67,0.5075075075075075,0.001,0.0,0.0001
68,0.5075075075075075,0.001,0.0,0.0001
69,0.5075075075075075,0.001,0.0,0.0001
70,0.5075075075075075,0.001,0.0,0.0001
71,0.5075075075075075,0.002,0.0,0.0002
72,0.5075075075075075,0.003,0.00022222222222222223,0.0005
73,0.5075075075075075,0.001,0.0,0.0001
74,0.5075075075075075,0.001,0.0,0.0001
75,0.5075075075075075,0.001,0.0,0.0001
76,0.5075075075075075,0.001,0.0,0.0001
77,0.5075075075075075,0.002,0.0,0.0002
78,0.5075075075075075,0.001,0.0,0.0001
79,0.5075075075075075,0.001,0.0,0.0001
80,0.5075075075075075,0.001,0.0,0.0001
81,0.5075075075075075,0.001,0.0,0.0001
82,0.5075075075075075,0.001,0.0,0.0001
83,0.5075075075075075,0.001,0.0,0.0001
84,0.5075075075075075,0.001,0.0,0.0001
85,0.5075075075075075,0.001,0.0,0.0001
86,0.5075075075075075,0.001,0.0,0.0001
87,0.5075075075075075,0.001,0.0,0.0001
88,0.5075075075075075,0.001,0.0,0.0001
89,0.5075075075075075,0.001,0.0,0.0001
90,0.5075075075075075,0.001,0.0,0.0001
91,0.5075075075075075,0.001,0.0,0.0001
92,0.5075075075075075,0.001,0.0,0.0001
93,0.5075075075075075,0.001,0.0,0.0001
94,0.5075075075075075,0.001,0.0,0.0001
95,0.5075075075075075,0.001,0.0,0.0001
96,0.5075075075075075,0.001,0.0,0.0001
97,0.5075075075075075,0.001,0.0,0.0001
98,0.5075075075075075,0.001,0.0,0.0001
99,0.5075075075075075,0.001,0.00011111111111111112,0.0002
0,0.51001001001001,0.001,0.0,0.0001
1,0.51001001001001,0.002,0.0,0.0002
2,0.51001001001001,0.001,0.0,0.0001
3,0.51001001001001,0.001,0.0,0.0001
4,0.51001001001001,0.001,0.0,0.0001
5,0.51001001001001,0.001,0.0,0.0001
6,0.51001001001001,0.001,0.0,0.0001
7,0.51001001001001,0.001,0.0,0.0001
8,0.51001001001001,0.001,0.0,0.0001
9,0.51001001001001,0.001,0.0,0.0001
10,0.51001001001001,0.001,0.0,0.0001
11,0.51001001001001,0.001,0.0,0.0001
12,0.51001001001001,0.001,0.0,0.0001
13,0.51001001001001,0.001,0.00011111111111111112,0.0002
14,0.51001001001001,0.001,0.0,0.0001
15,0.51001001001001,0.001,0.0,0.0001
16,0.51001001001001,0.001,0.0,0.0001
17,0.51001001001001,0.001,0.0,0.0001
18,0.51001001001001,0.001,0.0,0.0001
19,0.51001001001001,0.001,0.00022222222222222223,0.0003
20,0.51001001001001,0.001,0.0,0.0001
21,0.51001001001001,0.001,0.0,0.0001
22,0.51001001001001,0.001,0.00011111111111111112,0.0002
23,0.51001001001001,0.001,0.0,0.0001
24,0.51001001001001,0.001,0.0,0.0001
25,0.51001001001001,0.001,0.0,0.0001
26,0.51001001001001,0.001,0.0,0.0001
27,0.51001001001001,0.001,0.0,0.0001
28,0.51001001001001,0.001,0.0,0.0001
29,0.51001001001001,0.001,0.0,0.0001
30,0.51001001001001,0.001,0.0,0.0001
31,0.51001001001001,0.003,0.00011111111111111112,0.0004
32,0.51001001001001,0.001,0.0,0.0001
33,0.51001001001001,0.001,0.0,0.0001
34,0.51001001001001,0.001,0.0,0.0001
35,0.51001001001001,0.002,0.0,0.0002
36,0.51001001001001,0.001,0.0,0.0001
37,0.51001001001001,0.001,0.0,0.0001
38,0.51001001001001,0.003,0.0,0.0003
39,0.51001001001001,0.001,0.0,0.0001
40,0.51001001001001,0.001,0.0,0.0001
41,0.51001001001001,0.001,0.0,0.0001
42,0.51001001001001,0.001,0.0,0.0001
43,0.51001001001001,0.001,0.0,0.0001
44,0.51001001001001,0.001,0.0,0.0001
45,0.51001001001001,0.002,0.0,0.0002
46,0.51001001001001,0.001,0.0,0.0001
47,0.51001001001001,0.001,0.0,0.0001
48,0.51001001001001,0.001,0.0,0.0001
49,0.51001001001001,0.001,0.0,0.0001
50,0.51001001001001,0.001,0.0,0.0001
51,0.51001001001001,0.001,0.0,0.0001
52,0.51001001001001,0.001,0.0,0.0001
53,0.51001001001001,0.002,0.0,0.0002
54,0.51001001001001,0.001,0.0,0.0001
55,0.51001001001001,0.001,0.0,0.0001
56,0.51001001001001,0.001,0.0,0.0001
57,0.51001001001001,0.001,0.0,0.0001
58,0.51001001001001,0.001,0.0,0.0001
59,0.51001001001001,0.001,0.0,0.0001
60,0.51001001001001,0.001,0.0,0.0001
61,0.51001001001001,0.001,0.0,0.0001
62,0.51001001001001,0.001,0.0,0.0001
63,0.51001001001001,0.002,0.00022222222222222223,0.0004
64,0.51001001001001,0.001,0.0,0.0001
65,0.51001001001001,0.001,0.0,0.0001
66,0.51001001001001,0.001,0.0,0.0001
67,0.51001001001001,0.001,0.00011111111111111112,0.0002
68,0.51001001001001,0.001,0.0,0.0001
69,0.51001001001001,0.002,0.0,0.0002
70,0.51001001001001,0.001,0.0,0.0001
71,0.51001001001001,0.001,0.0,0.0001
72,0.51001001001001,0.002,0.0,0.0002
73,0.51001001001001,0.001,0.0,0.0001
74,0.51001001001001,0.001,0.0,0.0001
75,0.51001001001001,0.001,0.0,0.0001
76,0.51001001001001,0.001,0.0,0.0001
77,0.51001001001001,0.001,0.0,0.0001
78,0.51001001001001,0.001,0.0,0.0001
79,0.51001001001001,0.001,0.0,0.0001
80,0.51001001001001,0.001,0.0,0.0001
81,0.51001001001001,0.001,0.0,0.0001
82,0.51001001001001,0.001,0.0,0.0001
83,0.51001001001001,0.001,0.0,0.0001
84,0.51001001001001,0.001,0.0,0.0001
85,0.51001001001001,0.001,0.0,0.0001
86,0.51001001001001,0.001,0.0,0.0001
87,0.51001001001001,0.001,0.0,0.0001
88,0.51001001001001,0.001,0.0,0.0001
89,0.51001001001001,0.002,0.0,0.0002
90,0.51001001001001,0.001,0.0,0.0001
91,0.51001001001001,0.001,0.0,0.0001
92,0.51001001001001,0.001,0.0,0.0001
93,0.51001001001001,0.001,0.0,0.0001
94,0.51001001001001,0.001,0.0,0.0001
95,0.51001001001001,0.001,0.0,0.0001
96,0.51001001001001,0.001,0.0,0.0001
97,0.51001001001001,0.001,0.0,0.0001
98,0.51001001001001,0.001,0.0,0.0001
99,0.51001001001001,0.001,0.0,0.0001
0,0.5125125125125125,0.001,0.0,0.0001
1,0.5125125125125125,0.001,0.0,0.0001
2,0.5125125125125125,0.001,0.0,0.0001
3,0.5125125125125125,0.001,0.0,0.0001
4,0.5125125125125125,0.001,0.0,0.0001
5,0.5125125125125125,0.001,0.0,0.0001
6,0.5125125125125125,0.001,0.00011111111111111112,0.0002
7,0.5125125125125125,0.001,0.0,0.0001
8,0.5125125125125125,0.001,0.0,0.0001
9,0.5125125125125125,0.001,0.0,0.0001
10,0.5125125125125125,0.001,0.0,0.0001
11,0.5125125125125125,0.001,0.0,0.0001
12,0.5125125125125125,0.001,0.0,0.0001
13,0.5125125125125125,0.001,0.0,0.0001
14,0.5125125125125125,0.001,0.0,0.0001
15,0.5125125125125125,0.001,0.00011111111111111112,0.0002
16,0.5125125125125125,0.001,0.0,0.0001
17,0.5125125125125125,0.002,0.0,0.0002
18,0.5125125125125125,0.001,0.0,0.0001
19,0.5125125125125125,0.001,0.0,0.0001
20,0.5125125125125125,0.001,0.0,0.0001
21,0.5125125125125125,0.001,0.00044444444444444447,0.0005
22,0.5125125125125125,0.001,0.0,0.0001
23,0.5125125125125125,0.001,0.0,0.0001
24,0.5125125125125125,0.001,0.0,0.0001
25,0.5125125125125125,0.001,0.0,0.0001
26,0.5125125125125125,0.001,0.0,0.0001
27,0.5125125125125125,0.001,0.0,0.0001
28,0.5125125125125125,0.001,0.0,0.0001
29,0.5125125125125125,0.001,0.0,0.0001
30,0.5125125125125125,0.001,0.0,0.0001
31,0.5125125125125125,0.001,0.0,0.0001
32,0.5125125125125125,0.001,0.0,0.0001
33,0.5125125125125125,0.001,0.0,0.0001
34,0.5125125125125125,0.001,0.0,0.0001
35,0.5125125125125125,0.001,0.0,0.0001
36,0.5125125125125125,0.001,0.0,0.0001
37,0.5125125125125125,0.001,0.0,0.0001
38,0.5125125125125125,0.001,0.0,0.0001
39,0.5125125125125125,0.001,0.0,0.0001
40,0.5125125125125125,0.001,0.0,0.0001
41,0.5125125125125125,0.001,0.0,0.0001
42,0.5125125125125125,0.001,0.0,0.0001
43,0.5125125125125125,0.001,0.0,0.0001
44,0.5125125125125125,0.001,0.0,0.0001
45,0.5125125125125125,0.001,0.0,0.0001
46,0.5125125125125125,0.001,0.0,0.0001
47,0.5125125125125125,0.001,0.0,0.0001
48,0.5125125125125125,0.001,0.00011111111111111112,0.0002
49,0.5125125125125125,0.001,0.0,0.0001
50,0.5125125125125125,0.001,0.0,0.0001
51,0.5125125125125125,0.001,0.0,0.0001
52,0.5125125125125125,0.001,0.0,0.0001
53,0.5125125125125125,0.001,0.0,0.0001
54,0.5125125125125125,0.001,0.0,0.0001
55,0.5125125125125125,0.001,0.0,0.0001
56,0.5125125125125125,0.001,0.0,0.0001
57,0.5125125125125125,0.001,0.0,0.0001
58,0.5125125125125125,0.001,0.0,0.0001
59,0.5125125125125125,0.001,0.0,0.0001
60,0.5125125125125125,0.001,0.0,0.0001
61,0.5125125125125125,0.001,0.0,0.0001
62,0.5125125125125125,0.001,0.0,0.0001
63,0.5125125125125125,0.002,0.0,0.0002
64,0.5125125125125125,0.001,0.0,0.0001
65,0.5125125125125125,0.001,0.0,0.0001
66,0.5125125125125125,0.001,0.0,0.0001
67,0.5125125125125125,0.001,0.0,0.0001
68,0.5125125125125125,0.001,0.0,0.0001
69,0.5125125125125125,0.001,0.0,0.0001
70,0.5125125125125125,0.002,0.0,0.0002
71,0.5125125125125125,0.001,0.0,0.0001
72,0.5125125125125125,0.001,0.0,0.0001
73,0.5125125125125125,0.001,0.0,0.0001
74,0.5125125125125125,0.001,0.0,0.0001
75,0.5125125125125125,0.001,0.0,0.0001
76,0.5125125125125125,0.002,0.0,0.0002
77,0.5125125125125125,0.001,0.0,0.0001
78,0.5125125125125125,0.001,0.0,0.0001
79,0.5125125125125125,0.001,0.0,0.0001
80,0.5125125125125125,0.001,0.0,0.0001
81,0.5125125125125125,0.001,0.0,0.0001
82,0.5125125125125125,0.001,0.0,0.0001
83,0.5125125125125125,0.001,0.0,0.0001
84,0.5125125125125125,0.001,0.0,0.0001
85,0.5125125125125125,0.001,0.0,0.0001
86,0.5125125125125125,0.001,0.0,0.0001
87,0.5125125125125125,0.001,0.0,0.0001
88,0.5125125125125125,0.001,0.0,0.0001
89,0.5125125125125125,0.001,0.0,0.0001
90,0.5125125125125125,0.001,0.0,0.0001
91,0.5125125125125125,0.001,0.0,0.0001
92,0.5125125125125125,0.001,0.0,0.0001
93,0.5125125125125125,0.001,0.0,0.0001
94,0.5125125125125125,0.001,0.0,0.0001
95,0.5125125125125125,0.001,0.0,0.0001
96,0.5125125125125125,0.001,0.0,0.0001
97,0.5125125125125125,0.001,0.0,0.0001
98,0.5125125125125125,0.001,0.0,0.0001
99,0.5125125125125125,0.001,0.0,0.0001
0,0.515015015015015,0.001,0.0,0.0001
1,0.515015015015015,0.001,0.0,0.0001
2,0.515015015015015,0.001,0.0,0.0001
